,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
0,0,bodies bodies bodies,4,13,9,10
1,1,last night in soho,6,13,10,27
2,2,the munsters,4,14,6,30
3,3,orphan: first kill,3,8,14,88
4,4,resident evil: welcome to raccoon city,2,13,1,268
5,5,crimes of the future,6,13,1,366
6,6,men,6,7,14,488
7,7,morbius,2,16,14,28
8,8,day shift,2,6,6,55
9,9,malnazidos,2,16,6,19
10,10,watcher,6,13,9,79
11,11,orphan,9,10,9,1
12,12,midsommar,6,13,10,27
13,13,american psycho,3,8,14,88
14,14,old,6,13,10,27
15,15,scream,9,10,9,1
16,16,mad god,0,7,14,208
17,17,srpski film,9,10,9,1
18,18,get out,9,10,9,1
19,19,hellboy,2,16,6,19
20,20,the mist,9,1,9,38
21,21,overlord,2,13,1,268
22,22,fresh,4,13,9,10
23,23,hocus pocus 2,4,14,6,30
24,24,hereditary,6,13,10,27
25,25,spree,2,6,4,283
26,26,the mortal instruments: city of bones,2,16,6,19
27,27,resident evil,2,13,1,268
28,28,prey,2,8,14,59
29,29,it chapter two,6,7,14,488
30,30,the conjuring,9,10,9,1
31,31,scream 6,9,10,9,1
32,32,us,9,10,9,1
33,33,fear street: 1994,6,13,10,27
34,34,alien: covenant,9,1,9,38
35,35,the thing,9,10,1,49
36,36,the vvitch: a new-england folktale,6,7,14,488
37,37,annihilation,12,8,14,123
38,38,the deadly mantis,10,13,1,179
39,39,fear street: 1978,6,13,10,27
40,40,the shallows,2,8,14,59
41,41,beast,12,8,14,123
42,42,sinister,9,10,9,1
43,43,the cabin in the woods,9,10,9,1
44,44,a quiet place part ii,6,13,1,366
45,45,hocus pocus,4,14,6,30
46,46,the meg,2,13,1,268
47,47,the mummy,2,16,6,19
48,48,sweeney todd: the demon barber of fleet street,6,13,2,238
49,49,mother!,6,13,10,27
50,50,underwater,2,13,1,268
51,51,a quiet place,6,13,1,366
52,52,predator,2,16,14,28
53,53,the hunt,2,13,9,94
54,54,the lighthouse,6,7,14,488
55,55,lamb,6,7,14,488
56,56,firestarter,6,13,1,366
57,57,interview with the vampire: the vampire chronicles,6,7,14,488
58,58,resurrection,3,8,14,88
59,59,the empty man,9,10,9,1
60,60,suspiria,6,7,14,488
61,61,bone tomahawk,6,13,0,242
62,62,ready or not,2,6,14,2
63,63,from dusk till dawn,2,5,14,139
64,64,psycho,9,10,9,1
65,65,texas chainsaw massacre,3,13,9,117
66,66,de uskyldige,6,7,14,488
67,67,jeepers creepers: reborn,9,10,9,1
68,68,army of the dead,2,5,14,139
69,69,doctor sleep,6,7,14,488
70,70,brightburn,6,13,10,27
71,71,28 days later...,6,13,1,366
72,72,the night house,9,10,9,1
73,73,insidious,9,10,9,1
74,74,dracula,6,7,14,488
75,75,it follows,9,10,9,1
76,76,constantine,2,7,14,93
77,77,life,9,1,9,38
78,78,el hoyo,9,1,9,38
79,79,the invisible man,6,13,10,27
80,80,world war z,2,16,14,28
81,81,event horizon,9,1,9,38
82,82,the new mutants,2,13,10,57
83,83,10 cloverfield lane,6,13,10,27
84,84,busanhaeng,2,13,9,94
85,85,under the skin,6,13,10,27
86,86,malignant,3,13,10,127
87,87,what ever happened to baby jane?,6,13,9,79
88,88,saw,9,10,9,1
89,89,blade,2,13,1,268
90,90,the rocky horror picture show,4,13,2,204
91,91,the others,9,10,9,1
92,92,don't breathe,3,13,9,117
93,93,titane,6,13,1,366
94,94,the killing of a sacred deer,6,13,10,27
95,95,eight for silver,5,13,10,114
96,96,the poughkeepsie tapes,9,10,9,1
97,97,vivarium,9,10,1,49
98,98,the crow,2,5,8,269
99,99,hotel transylvania: transformania,0,16,5,3
100,100,escape room: tournament of champions,2,16,14,28
101,101,the conjuring: the devil made me do it,9,10,9,1
102,102,the descent,12,13,9,42
103,103,the craft,6,7,14,488
104,104,zombieland,2,6,14,2
105,105,they live,2,13,1,268
106,106,a cure for wellness,6,7,14,488
107,107,don't breathe 2,2,5,14,139
108,108,the rental,6,13,10,27
109,109,urban legend,9,10,9,1
110,110,the visit,9,10,9,1
111,111,spiral: from the book of saw,3,13,10,127
112,112,little shop of horrors,4,13,2,204
113,113,the fly,6,13,1,366
114,114,friday the 13th,9,10,9,1
115,115,47 meters down,12,8,14,123
116,116,antlers,6,13,10,27
117,117,vampires,2,13,9,94
118,118,jaws 2,12,13,9,42
119,119,escape room,2,16,14,28
120,120,gerald's game,6,13,9,79
121,121,the purge,9,1,9,38
122,122,la tua presenza nuda!,3,8,14,88
123,123,ang-ma-reul bo-at-da,2,5,8,269
124,124,resident evil: apocalypse,2,13,1,268
125,125,doom,2,13,1,268
126,126,mandy,2,7,14,93
127,127,the house that jack built,3,8,14,88
128,128,pitch black,2,13,1,268
129,129,climax,6,13,12,110
130,130,the conjuring 2,9,10,9,1
131,131,dark shadows,4,7,14,33
132,132,gremlins,4,7,14,33
133,133,marrowbone,12,8,14,123
134,134,glass,6,13,1,366
135,135,blair witch,9,10,9,1
136,136,evil dead rise,5,13,9,132
137,137,sleepy hollow,5,13,10,114
138,138,the mummy: tomb of the dragon emperor,2,7,14,93
139,139,cloverfield,2,13,1,268
140,140,the cloverfield paradox,2,13,1,268
141,141,choose or die,6,13,9,79
142,142,resident evil: retribution,2,13,1,268
143,143,no one gets out alive,6,13,10,27
144,144,antichrist,6,13,9,79
145,145,the cell,3,13,1,184
146,146,fantasy island,5,13,10,114
147,147,the forever purge,2,13,9,94
148,148,scary stories to tell in the dark,12,13,10,183
149,149,teeth,4,7,14,33
150,150,the dead don't die,4,7,14,33
151,151,gokseong,6,13,10,27
152,152,the ritual,9,10,9,1
153,153,crawl,2,16,14,28
154,154,freaky,4,13,9,10
155,155,alien resurrection,2,13,1,268
156,156,the boy,9,10,9,1
157,157,the faculty,9,10,1,49
158,158,halloween,3,13,9,117
159,159,the witches,12,6,15,7
160,160,angel heart,9,10,9,1
161,161,alien³,2,13,1,268
162,162,the nun,9,10,9,1
163,163,willy's wonderland,2,6,14,2
164,164,crimson peak,6,13,10,27
165,165,studio 666,4,13,12,220
166,166,death becomes her,4,7,14,33
167,167,the turning,6,13,10,27
168,168,cube,6,13,10,27
169,169,avp: alien vs. predator,2,16,14,28
170,170,unhinged,2,13,9,94
171,171,hotel transylvania,0,16,5,3
172,172,annabelle,9,10,9,1
173,173,the invitation,6,13,10,27
174,174,gwoemul,2,8,14,59
175,175,resident evil: the final chapter,2,13,1,268
176,176,alone,6,13,10,27
177,177,ghostland,6,13,10,27
178,178,the devil's rejects,3,13,0,221
179,179,things heard &amp; seen,6,13,10,27
180,180,47 meters down: uncaged,12,8,14,123
181,181,1408,5,13,10,114
182,182,the covenant,2,16,6,19
183,183,the eden theory,9,1,9,38
184,184,case 39,9,10,9,1
185,185,saint maud,6,13,10,27
186,186,haunted mansion,4,8,15,106
187,187,underworld: blood wars,2,16,6,19
188,188,hellboy ii: the golden army,2,16,6,19
189,189,the addams family 2,0,16,5,3
190,190,annabelle: creation,9,10,9,1
191,191,jaws 3-d,12,13,9,42
192,192,the return of the living dead,4,13,1,20
193,193,the autopsy of jane doe,9,10,9,1
194,194,scooby-doo 2: monsters unleashed,12,6,15,7
195,195,species,2,13,1,268
196,196,resident evil: extinction,2,13,1,268
197,197,let me in,6,7,14,488
198,198,green room,3,8,14,88
199,199,28 weeks later,2,16,14,28
200,200,high life,12,8,14,123
201,202,death note,3,8,6,164
202,203,in the mouth of madness,6,7,14,488
203,204,zombieland: double tap,2,6,14,2
204,205,jaws: the revenge,12,13,9,42
205,206,hollow man,2,13,1,268
206,207,the deep house,6,13,10,27
207,208,predator 2,2,13,1,268
208,209,kol,3,13,10,127
209,210,possessor,9,10,1,49
210,211,the island of dr. moreau,9,1,9,38
211,212,anaconda,2,16,14,28
212,213,pandorum,2,13,10,57
213,214,eli,6,13,10,27
214,215,the strangers,9,10,9,1
215,216,legion,2,7,14,93
216,217,umma,6,13,10,27
217,218,pet sematary,5,13,9,132
218,219,megan is missing,6,13,9,79
219,220,blood red sky,2,16,6,19
220,221,velvet buzzsaw,9,10,9,1
221,222,a nightmare on elm street,3,8,14,88
222,223,deliver us from evil,2,16,4,91
223,224,the exorcism of emily rose,6,13,9,79
224,225,m3gan,9,1,9,38
225,226,the birds,6,13,10,27
226,227,unhuman,4,13,9,10
227,228,bones and all,6,13,16,24
228,229,dog soldiers,2,13,9,94
229,230,the pale blue eye,3,13,10,127
230,231,aftermath,6,13,10,27
231,232,piranha 3dd,4,13,1,20
232,233,hansel &amp; gretel: witch hunters,2,7,14,93
233,234,there's someone inside your house,9,10,9,1
234,235,the lodge,6,13,10,27
235,236,ouija: origin of evil,6,13,10,27
236,237,kimetsu no yaiba: mugen ressha-hen,0,4,17,12
237,238,the furies,2,13,9,94
238,239,silent night,4,8,14,144
239,240,"as above, so below",9,10,9,1
240,241,pride and prejudice and zombies,2,6,6,55
241,242,blade ii,2,13,1,268
242,243,disappointment blvd.,4,8,14,144
243,244,happy death day,4,13,10,121
244,245,avpr: aliens vs predator - requiem,2,16,14,28
245,246,la piel que habito,6,13,9,79
246,247,planet terror,2,6,6,55
247,248,braindead,4,7,14,33
248,249,they look like people,6,13,10,27
249,250,monstrous,9,10,9,1
250,251,lifeforce,2,13,10,57
251,253,jacob's ladder,6,13,10,27
252,254,the last house on the left,3,13,9,117
253,255,låt den rätte komma in,6,7,14,488
254,256,the gift,6,7,14,488
255,257,resident evil: afterlife,2,13,1,268
256,258,paranormal activity: next of kin,9,10,9,1
257,259,1922,3,8,14,88
258,260,goosebumps,12,6,6,29
259,261,dracula untold,2,8,6,66
260,262,i see you,3,8,14,88
261,263,grindhouse,2,13,9,94
262,264,blade: trinity,2,13,1,268
263,265,mama,5,13,9,132
264,266,the grudge,9,10,9,1
265,267,night teeth,2,5,8,269
266,268,beetlejuice 2,4,7,14,33
267,269,twin peaks: fire walk with me,6,13,10,27
268,270,renfield,4,7,14,33
269,271,annabelle comes home,9,10,9,1
270,272,skinwalker ranch,9,10,1,49
271,273,his house,6,13,9,79
272,274,[rec],9,10,9,1
273,275,color out of space,9,10,1,49
274,276,it comes at night,6,13,10,27
275,277,the wicker man,9,10,9,1
276,278,the bad batch,2,13,10,57
277,279,tumbbad,6,7,14,488
278,280,underworld: awakening,2,7,14,93
279,281,#saraitda,2,8,14,59
280,282,the wolf of snow hollow,4,13,10,121
281,283,the unholy,6,13,10,27
282,284,south of heaven,2,5,8,269
283,285,buffy the vampire slayer,2,6,6,55
284,286,amsterdamned,2,5,14,139
285,287,ôdishon,6,13,10,27
286,288,werewolves within,4,13,10,121
287,289,the endless,6,7,14,488
288,290,the twin,6,13,10,27
289,291,spawn,2,8,14,59
290,292,maximum overdrive,2,6,14,2
291,293,satanico pandemonium: la sexorcista,9,10,9,1
292,294,shadow in the cloud,2,13,7,174
293,295,the craft: legacy,6,7,14,488
294,296,return to oz,12,14,6,16
295,297,from hell,9,10,9,1
296,298,better watch out,4,13,9,10
297,299,don't look now,6,13,10,27
298,300,hellraiser,9,10,9,1
299,301,i onde dager,2,6,14,2
300,302,apostle,6,7,14,488
301,303,busanhaeng 2: bando,2,13,9,94
302,304,what lies beneath,6,13,10,27
303,305,revenge,2,13,9,94
304,306,the room,6,7,14,488
305,307,leviathan,12,13,10,183
306,308,warm bodies,4,13,16,206
307,309,backcountry,12,8,14,123
308,310,the frighteners,4,7,14,33
309,311,videodrome,9,1,9,38
310,312,friday the 13th part 2,9,10,9,1
311,313,cat people,5,13,9,132
312,314,il racconto dei racconti - tale of tales,6,7,14,488
313,315,scouts guide to the zombie apocalypse,2,6,14,2
314,316,rogue,2,8,14,59
315,317,daybreakers,2,13,1,268
316,318,flux gourmet,4,8,14,144
317,319,assassination nation,2,6,4,283
318,320,the call,2,16,4,91
319,321,summer of 84,6,13,10,27
320,322,spontaneous,4,8,14,144
321,323,hidden,9,1,9,38
322,324,hotel transylvania 3: summer vacation,0,16,5,3
323,325,bride of chucky,4,13,9,10
324,326,bhool bhulaiyaa,4,13,10,121
325,327,frankenstein,6,13,16,24
326,328,yoga hosers,2,6,14,2
327,329,violent night,2,6,4,283
328,330,the final girls,4,8,6,26
329,331,slender man,9,10,9,1
330,332,the curse of la llorona,9,10,9,1
331,333,insidious: chapter 2,9,10,9,1
332,334,sinister 2,9,10,9,1
333,335,slither,4,13,1,20
334,336,a house on the bayou,9,10,9,1
335,337,"batman: the long halloween, part one",0,4,4,105
336,338,scanners,9,1,9,38
337,339,the velocipastor,2,16,5,18
338,340,my bloody valentine,9,10,9,1
339,341,grizzly ii: the predator,9,12,9,125
340,342,end of days,2,7,14,93
341,343,the addams family,0,6,15,25
342,344,in the tall grass,9,10,1,49
343,345,odd thomas,4,7,14,33
344,346,el orfanato,6,13,10,27
345,347,30 days of night,2,16,14,28
346,348,the woman in black,6,7,14,488
347,349,nightbreed,2,7,14,93
348,350,lake placid,2,6,14,2
349,351,the void,9,10,1,49
350,352,the love witch,4,13,16,206
351,353,ouija,9,10,9,1
352,354,queen of the damned,6,7,14,488
353,355,black death,2,8,14,59
354,356,becky,2,5,8,269
355,357,alligator,9,1,9,38
356,358,troll,4,7,14,33
357,359,demonic,6,13,1,366
358,360,re-animator,4,13,1,20
359,361,flatliners,6,13,10,27
360,362,jigsaw,3,13,10,127
361,363,house on haunted hill,3,7,14,241
362,364,pi,6,13,10,27
363,365,the collector,2,13,9,94
364,366,dark skies,9,1,9,38
365,367,abraham lincoln: vampire hunter,2,7,14,93
366,368,existenz,9,10,1,49
367,369,gremlins 2: the new batch,4,7,14,33
368,370,ma,9,10,9,1
369,371,the witches of eastwick,4,7,14,33
370,372,killer klowns from outer space,4,13,1,20
371,373,all the boys love mandy lane,9,10,9,1
372,374,jason x,2,13,1,268
373,375,leprechaun,4,7,14,33
374,376,the blob,9,1,9,38
375,377,devil,9,10,9,1
376,378,brahms: the boy ii,6,13,10,27
377,379,vampire academy,2,6,8,135
378,380,an american crime,1,5,8,195
379,381,the silence,6,13,1,366
380,382,le pacte des loups,2,16,8,0
381,383,the brothers grimm,2,16,5,18
382,384,the purge: anarchy,2,13,1,268
383,385,master,6,13,10,27
384,386,warhunt,2,13,9,94
385,387,dead ringers,6,13,9,79
386,388,the taking,9,10,9,1
387,389,insidious: the last key,9,10,9,1
388,390,morgan,2,13,1,268
389,391,the uninvited,6,7,14,488
390,392,bait,2,7,14,93
391,393,earth vs. the flying saucers,2,13,1,268
392,394,antebellum,6,13,10,27
393,395,piranha,4,13,1,20
394,396,thelma,6,7,14,488
395,397,unfriended,9,10,9,1
396,398,critters,4,13,1,20
397,399,lords of chaos,1,8,14,205
398,400,troll 2,4,7,14,33
399,401,the dead zone,6,13,1,366
400,402,sweetheart,12,13,1,136
401,403,a classic horror story,6,13,10,27
402,404,the haunting,5,13,10,114
403,405,the wolfman,6,7,14,488
404,406,synchronic,3,8,14,88
405,407,priest,2,16,6,19
406,408,insidious: chapter 3,9,10,9,1
407,409,child's play,6,13,1,366
408,410,zombie strippers!,4,13,1,20
409,411,the wraith,2,13,16,152
410,412,the skeleton key,6,13,10,27
411,413,circle,6,13,10,27
412,414,wolves,2,7,14,93
413,415,friday the 13th: a new beginning,9,10,9,1
414,416,invasion of the body snatchers,6,13,1,366
415,417,gretel &amp; hansel,5,13,10,114
416,418,king kong,12,13,1,136
417,419,the possession of hannah grace,9,10,9,1
418,420,the vanishing,6,13,10,27
419,421,wolf,6,13,16,24
420,422,hotel transylvania 2,0,16,5,3
421,423,orca,12,8,14,123
422,424,the fourth kind,9,10,1,49
423,425,phenomena,3,13,10,127
424,426,"janghwa, hongryeon",6,13,10,27
425,427,trauma,2,8,14,59
426,429,the girl with all the gifts,2,16,8,0
427,430,the crazies,12,13,10,183
428,431,red riding hood,5,13,10,114
429,432,the perfection,6,13,12,110
430,433,species ii,2,13,1,268
431,434,the forest,9,10,9,1
432,435,seed of chucky,4,13,9,10
433,436,where the wild things are,12,8,15,46
434,437,mayhem,2,6,14,2
435,438,unsane,6,13,10,27
436,439,creepshow,4,7,14,33
437,440,dead silence,9,10,9,1
438,442,arachnophobia,4,13,9,10
439,444,"ich seh, ich seh",9,10,9,1
440,445,la región salvaje,6,13,10,27
441,446,stir of echoes,9,10,9,1
442,447,captive state,2,13,1,268
443,448,the reef,12,8,14,123
444,449,the owners,4,5,14,169
445,450,wes craven's new nightmare,5,13,10,114
446,451,wounds,6,13,10,27
447,452,the moth diaries,6,7,14,488
448,453,hounds of love,3,8,14,88
449,454,the unborn,9,10,9,1
450,455,black box,9,10,1,49
451,456,a quiet place: day one,6,13,1,366
452,457,the little girl who lives down the lane,6,13,10,27
453,458,the possession,9,10,9,1
454,459,idle hands,4,7,14,33
455,460,the sword and the sorcerer,2,16,6,19
456,461,malevolent,9,10,9,1
457,462,saw 3d,3,13,10,127
458,463,open water,12,8,14,123
459,464,the accursed,6,13,10,27
460,465,excision,4,8,14,144
461,466,the sixth secret,4,13,10,121
462,467,the purge: election year,2,13,1,268
463,468,dreamcatcher,6,13,1,366
464,469,the omen,6,7,14,488
465,470,v/h/s/94,9,10,9,1
466,471,bubba ho-tep,4,7,14,33
467,472,the haunted mansion,4,14,6,30
468,473,leatherface,3,13,9,117
469,474,repo! the genetic opera,9,2,1,92
470,475,ghosts of war,9,9,7,156
471,476,dark water,6,13,10,27
472,477,ghosts of mars,2,13,1,268
473,478,nightbooks,10,7,14,129
474,479,elizabeth harvest,9,1,9,38
475,480,wendell and wild,0,16,5,3
476,481,splinter,9,1,9,38
477,482,shin gojira,2,8,14,59
478,483,the monster squad,2,6,6,55
479,484,cell,2,16,14,28
480,485,berlin syndrome,6,13,10,27
481,486,cam,6,13,10,27
482,487,bakjwi,6,7,14,488
483,488,regression,12,5,8,153
484,489,shutter,9,10,9,1
485,490,deep rising,2,16,14,28
486,491,silent hill: revelation,9,10,9,1
487,492,ghoulies,4,7,14,33
488,493,dracula 2000,2,7,14,93
489,494,land of the dead,9,1,9,38
490,495,the last days on mars,12,13,1,136
491,496,al tercer día,6,7,14,488
492,497,saw iii,3,13,10,127
493,498,ginger snaps,6,7,14,488
494,499,kill list,2,5,14,139
495,500,das cabinet des dr. caligari,9,10,9,1
496,501,aileen wuornos: american boogeywoman,6,13,9,79
497,502,maniac,3,8,14,88
498,503,noroi,9,10,9,1
499,504,altered states,9,1,9,38
500,505,the cave,12,13,1,136
501,506,unfriended: dark web,9,10,9,1
502,507,the relic,9,10,1,49
503,508,henry: portrait of a serial killer,1,5,8,195
504,509,witch hunt,5,13,9,132
505,510,in the earth,9,10,1,49
506,511,coming home in the dark,3,13,9,117
507,512,the toxic avenger,2,6,14,2
508,513,dark cloud,9,1,9,38
509,514,before i wake,6,7,14,488
510,515,gothika,9,10,9,1
511,517,cure,3,13,10,127
512,518,house,4,7,14,33
513,519,nocturne,6,13,12,110
514,520,bloody hell,2,6,14,2
515,521,we summon the darkness,9,12,9,125
516,522,my friend dahmer,1,8,14,205
517,523,the good neighbor,3,8,14,88
518,524,antiviral,9,10,1,49
519,526,insidious 5,6,13,9,79
520,527,gremlins 3,4,7,14,33
521,528,twixt,4,7,14,33
522,529,village of the damned,9,1,9,38
523,530,the ward,9,10,9,1
524,531,jason goes to hell: the final friday,5,13,9,132
525,532,trouble every day,6,13,9,79
526,533,occhiali neri,9,10,9,1
527,534,maneater,2,13,9,94
528,535,the return of the texas chainsaw massacre,4,13,9,10
529,536,quarantine,9,1,9,38
530,537,the first purge,2,13,1,268
531,538,the last train to new york,2,13,9,94
532,539,fear of rain,6,13,9,79
533,540,voces,12,8,14,123
534,541,daniel isn't real,3,8,6,164
535,542,winchester,6,7,14,488
536,543,spring,9,15,1,113
537,544,the stepford wives,4,13,1,20
538,545,red state,2,5,14,139
539,546,frankenhooker,4,13,1,20
540,547,maggie,6,13,1,366
541,548,ai amu a hîrô,2,6,14,2
542,549,tales from the crypt: demon knight,2,7,14,93
543,550,1br,6,13,9,79
544,551,the voices,4,5,6,130
545,552,sea fever,6,13,10,27
546,553,the sand,4,13,1,20
547,554,the last thing mary saw,6,13,9,79
548,555,cat's eye,4,13,9,10
549,556,black christmas,9,10,9,1
550,557,the rite,6,13,10,27
551,558,mil gritos tiene la noche,9,10,9,1
552,559,profondo rosso,9,10,9,1
553,560,we have a ghost,12,6,15,7
554,561,valentine,9,10,9,1
555,562,may,4,8,14,144
556,563,relic,6,13,10,27
557,564,split second,2,5,14,139
558,565,solomon kane,2,16,6,19
559,566,and soon the darkness,6,13,10,27
560,567,follow me,12,13,10,183
561,568,night of the comet,4,13,1,20
562,569,the people under the stairs,4,13,10,121
563,570,vampire's kiss,4,5,6,130
564,571,the haunting in connecticut,6,13,10,27
565,572,el espinazo del diablo,6,13,9,79
566,573,disturbing behavior,9,10,1,49
567,574,the free fall,6,13,10,27
568,575,false positive,9,10,9,1
569,576,john and the hole,6,13,9,79
570,577,night of the demons,4,7,14,33
571,578,mindhunters,3,13,9,117
572,579,supernova,9,1,9,38
573,580,eliza graves,6,13,10,27
574,581,cargo,6,13,1,366
575,582,halloween iii: season of the witch,9,10,1,49
576,583,a haunted house,4,7,14,33
577,584,come play,6,13,10,27
578,585,dark angel,2,5,14,139
579,586,an american werewolf in paris,4,7,14,33
580,587,bad taste,4,13,1,20
581,588,house at the end of the street,6,13,9,79
582,590,the stuff,4,13,1,20
583,591,cold skin,2,13,1,268
584,593,once bitten,4,8,6,26
585,594,without warning,9,1,9,38
586,595,cooties,2,6,14,2
587,596,hunter hunter,6,13,10,27
588,597,super dark times,3,8,14,88
589,598,tenebre,9,10,9,1
590,599,psycho ii,3,13,10,127
591,600,creep 2,3,8,14,88
592,601,the keep,6,7,14,488
593,602,saw vi,9,10,9,1
594,603,córki dancingu,6,7,14,488
595,604,lake mungo,6,13,10,27
596,605,the collection,2,16,14,28
597,606,quatermass and the pit,9,10,1,49
598,607,beyond the black rainbow,9,1,9,38
599,608,bad samaritan,3,13,9,117
600,609,tenemos la carne,6,7,14,488
601,610,look away,6,7,14,488
602,611,the prophecy,2,5,8,269
603,612,phantom of the paradise,4,8,6,26
604,613,the exorcist iii,6,13,10,27
605,614,trolljegeren,6,7,14,488
606,615,session 9,6,13,10,27
607,616,rubber,4,7,14,33
608,617,the descent: part 2,12,13,9,42
609,618,mientras duermes,12,5,8,153
610,619,the house on sorority row,9,10,9,1
611,620,the mothman prophecies,6,13,10,27
612,621,friday the 13th part viii: jason takes manhattan,12,13,9,42
613,622,february,9,10,9,1
614,623,saw iv,3,13,10,127
615,624,hobo with a shotgun,2,6,14,2
616,625,happy death day 2u,4,13,10,121
617,626,shut in,6,13,10,27
618,627,"batman: the long halloween, part two",0,4,4,105
619,628,black water,2,16,8,0
620,629,the oxford murders,12,5,14,193
621,630,down a dark hall,6,7,14,488
622,631,hell high,3,13,9,117
623,632,untitled: the walking dead movie,6,13,1,366
624,633,stay alive,5,13,10,114
625,634,slaughterhouse rulez,2,6,6,55
626,635,the other lamb,6,13,10,27
627,636,repulsion,6,13,9,79
628,637,hypochondriac,6,13,9,79
629,638,breach,2,13,1,268
630,639,sputnik,6,13,10,27
631,640,doom: annihilation,2,16,14,28
632,641,anacondas: the hunt for the blood orchid,2,16,14,28
633,642,book of shadows: blair witch 2,12,7,14,227
634,643,death of me,9,10,9,1
635,644,in fabric,4,8,6,26
636,645,i still see you,5,13,1,246
637,646,the midnight meat train,9,10,9,1
638,647,the order,9,10,9,1
639,648,cerdita,6,13,9,79
640,649,what lies below,9,10,1,49
641,650,eight legged freaks,2,16,5,18
642,651,a girl walks home alone at night,6,13,16,24
643,652,club dread,4,13,10,121
644,653,the divide,6,13,1,366
645,654,galaxy of terror,2,16,14,28
646,655,veneciafrenia,12,13,9,42
647,656,w lesie dzis nie zasnie nikt,5,13,10,114
648,657,the x files: i want to believe,3,8,14,88
649,658,dracula: dead and loving it,4,7,14,33
650,659,night of the creeps,4,13,1,20
651,660,ravenous,12,13,0,213
652,661,bug,6,13,9,79
653,662,books of blood,6,13,10,27
654,663,shingeki no kyojin,2,16,8,0
655,664,feast,2,6,14,2
656,665,john dies at the end,4,7,14,33
657,666,thor: love and thunder,2,16,5,18
658,667,jurassic world dominion,2,16,1,5
659,668,doctor strange in the multiverse of madness,2,16,6,19
660,669,everything everywhere all at once,2,16,5,18
661,670,lightyear,0,4,17,12
662,671,the northman,2,16,8,0
663,672,the batman,2,5,8,269
664,673,thor: ragnarok,2,16,5,18
665,674,the man from toronto,2,16,9,52
666,675,the princess,2,8,6,66
667,676,spider-man: no way home,2,16,6,19
668,677,spiderhead,2,5,8,269
669,678,the lost city,2,16,5,18
670,679,thor,2,16,6,19
671,680,the unbearable weight of massive talent,2,6,4,283
672,681,rocketry: the nambi effect,2,3,8,259
673,682,fantastic beasts: the secrets of dumbledore,2,16,6,19
674,683,no time to die,2,16,9,52
675,684,jurassic park,2,16,1,5
676,685,paws of fury: the legend of hank,0,4,5,21
677,686,12 strong,2,8,11,85
678,687,the marvels,2,16,6,19
679,688,avengers: endgame,2,16,8,0
680,689,dune: part one,2,16,8,0
681,690,thor: the dark world,2,16,6,19
682,691,eternals,2,16,6,19
683,692,dc league of super-pets,0,4,17,12
684,693,avatar: the way of water,2,16,1,5
685,694,the dark knight,2,5,8,269
686,695,ambulance,2,5,8,269
687,696,inception,2,16,1,5
688,697,free guy,2,16,5,18
689,698,black panther: wakanda forever,2,16,8,0
690,699,the woman king,2,8,11,85
691,700,black adam,2,7,1,154
692,701,sonic the hedgehog 2,2,16,5,18
693,702,avengers: infinity war,2,16,1,5
694,703,the lord of the rings: the fellowship of the ring,2,16,8,0
695,704,guardians of the galaxy,2,16,5,18
696,705,american made,2,6,4,283
697,706,major,2,3,8,259
698,707,star wars,2,16,6,19
699,708,jurassic world,2,16,1,5
700,709,expend4bles,2,16,9,52
701,710,samaritan,2,8,6,66
702,711,independence day,2,16,1,5
703,712,moonfall,2,16,1,5
704,713,doctor strange,2,16,6,19
705,714,blade runner 2049,2,8,10,141
706,715,interceptor,2,16,8,0
707,716,black widow,2,16,1,5
708,717,jurassic world: fallen kingdom,2,16,1,5
709,718,the gentlemen,2,6,4,283
710,719,avatar,2,16,6,19
711,720,the king's man,2,16,9,52
712,721,wanted,2,5,9,263
713,722,tenet,2,1,9,23
714,723,the suicide squad,2,16,5,18
715,724,the adam project,2,16,5,18
716,725,gladiator,2,16,8,0
717,726,léon,2,5,8,269
718,727,captain marvel,2,16,1,5
719,728,shang-chi and the legend of the ten rings,2,16,6,19
720,729,mad max: fury road,2,16,1,5
721,730,pirates of the caribbean: the curse of the black pearl,2,16,6,19
722,731,heat,2,5,8,269
723,732,star wars: episode i - the phantom menace,2,16,6,19
724,733,chips,2,6,4,283
725,734,spider-man: homecoming,2,16,1,5
726,735,guardians of the galaxy vol. 2,2,16,5,18
727,736,enola holmes,2,16,4,91
728,737,black panther,2,16,1,5
729,738,doragon boru supa supa hiro,0,4,17,12
730,739,spider-man,2,16,1,5
731,740,the avengers,2,16,1,5
732,741,wrath of man,2,5,9,263
733,742,the lord of the rings: the return of the king,2,16,8,0
734,743,nobody,2,5,8,269
735,744,the hunger games,2,16,1,5
736,745,minority report,2,5,10,149
737,746,the last duel,2,8,11,85
738,747,john wick,2,5,9,263
739,748,blade runner,2,8,1,11
740,749,suicide squad,2,16,6,19
741,750,iron man,2,16,1,5
742,751,khuda haafiz chapter ii: agni pariksha,2,5,8,269
743,752,john wick: chapter 4,2,5,9,263
744,753,guardians of the galaxy vol. 3,2,16,5,18
745,754,red notice,2,6,9,167
746,755,ford v ferrari,2,3,8,259
747,756,deadpool,2,16,5,18
748,757,star wars: episode ix - the rise of skywalker,2,16,6,19
749,758,warrior,2,8,13,146
750,759,mission: impossible - fallout,2,16,9,52
751,760,venom: let there be carnage,2,16,1,5
